pathway	abundance	LIBID
HEME-BIOSYNTHESIS-II: heme b biosynthesis I (aerobic)|g__Escherichia.s__Escherichia_coli	367.766092274	MBM167
HEME-BIOSYNTHESIS-II: heme b biosynthesis I (aerobic)|unclassified	8.8586749799	MBM167
HEME-BIOSYNTHESIS-II: heme b biosynthesis I (aerobic)|g__Escherichia.s__Escherichia_fergusonii	2.0723345601	MBM167
GALACTUROCAT-PWY: D-galacturonate degradation I	413.6276480054	MBM167
GALACTUROCAT-PWY: D-galacturonate degradation I|g__Escherichia.s__Escherichia_coli	166.563314902	MBM167
GALACTUROCAT-PWY: D-galacturonate degradation I|g__Klebsiella.s__Klebsiella_pneumoniae	1.9728593196	MBM167
POLYISOPRENSYN-PWY: polyisoprenoid biosynthesis (E. coli)	409.8098070162	MBM167
POLYISOPRENSYN-PWY: polyisoprenoid biosynthesis (E. coli)|g__Klebsiella.s__Klebsiella_pneumoniae	97.0062523978	MBM167
POLYISOPRENSYN-PWY: polyisoprenoid biosynthesis (E. coli)|g__Escherichia.s__Escherichia_coli	84.0230800112	MBM167
POLYISOPRENSYN-PWY: polyisoprenoid biosynthesis (E. coli)|g__Klebsiella.s__Klebsiella_quasipneumoniae	38.709630034	MBM167
PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline)	399.115520524	MBM167
PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline)|g__Klebsiella.s__Klebsiella_quasipneumoniae	100.1868905809	MBM167
PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline)|g__Escherichia.s__Escherichia_coli	39.0605875827	MBM167
PWY-6703: preQ0 biosynthesis	394.6677834105	MBM167
PWY-6703: preQ0 biosynthesis|g__Escherichia.s__Escherichia_coli	298.1400022656	MBM167
PWY-6703: preQ0 biosynthesis|g__Klebsiella.s__Klebsiella_quasipneumoniae	38.2363018663	MBM167
PWY-6703: preQ0 biosynthesis|g__Bacteroides.s__Bacteroides_fragilis	19.4796939837	MBM167
PWY-6703: preQ0 biosynthesis|unclassified	17.4000450236	MBM167
PWY-6703: preQ0 biosynthesis|g__Escherichia.s__Escherichia_fergusonii	3.5822157437	MBM167
1CMET2-PWY: folate transformations III (E. coli)	392.8917257398	MBM167
1CMET2-PWY: folate transformations III (E. coli)|g__Escherichia.s__Escherichia_coli	188.8599666596	MBM167
1CMET2-PWY: folate transformations III (E. coli)|g__Klebsiella.s__Klebsiella_quasipneumoniae	30.9383429392	MBM167
PWY-7883: anhydromuropeptides recycling II	391.4170627162	MBM167
PWY-7883: anhydromuropeptides recycling II|g__Escherichia.s__Escherichia_coli	209.7403329749	MBM167
PWY-7883: anhydromuropeptides recycling II|g__Klebsiella.s__Klebsiella_quasipneumoniae	16.9875283485	MBM167
PWY-7883: anhydromuropeptides recycling II|g__Klebsiella.s__Klebsiella_pneumoniae	4.5301979622	MBM167
MET-SAM-PWY: superpathway of S-adenosyl-L-methionine biosynthesis	382.3114032277	MBM167
MET-SAM-PWY: superpathway of S-adenosyl-L-methionine biosynthesis|g__Escherichia.s__Escherichia_coli	121.6357141775	MBM167
MET-SAM-PWY: superpathway of S-adenosyl-L-methionine biosynthesis|unclassified	26.6233457691	MBM167
PWY-621: sucrose degradation III (sucrose invertase)	380.079590234	MBM167
PWY-621: sucrose degradation III (sucrose invertase)|g__Klebsiella.s__Klebsiella_quasipneumoniae	68.0086160115	MBM167
PWY-621: sucrose degradation III (sucrose invertase)|unclassified	9.8329986399	MBM167
PWY-241: C4 photosynthetic carbon assimilation cycle, NADP-ME type	379.2805574907	MBM167
GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation	376.86271857	MBM167
GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation|g__Escherichia.s__Escherichia_coli	262.8029086814	MBM167
GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation|unclassified	8.636427117	MBM167
GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation|g__Klebsiella.s__Klebsiella_pneumoniae	7.9418165851	MBM167
REDCITCYC: TCA cycle VI (Helicobacter)	375.169570111	MBM167
METSYN-PWY: superpathway of L-homoserine and L-methionine biosynthesis	371.8689531947	MBM167
METSYN-PWY: superpathway of L-homoserine and L-methionine biosynthesis|g__Escherichia.s__Escherichia_coli	135.7600207312	MBM167
METSYN-PWY: superpathway of L-homoserine and L-methionine biosynthesis|unclassified	39.4261071962	MBM167
PWY-5384: sucrose degradation IV (sucrose phosphorylase)	369.9586262169	MBM167
PWY-5384: sucrose degradation IV (sucrose phosphorylase)|g__Klebsiella.s__Klebsiella_quasipneumoniae	68.0086160115	MBM167
PWY-5384: sucrose degradation IV (sucrose phosphorylase)|unclassified	13.0802021511	MBM167
PWY-5838: superpathway of menaquinol-8 biosynthesis I	357.389375309	MBM167
PWY-5838: superpathway of menaquinol-8 biosynthesis I|g__Escherichia.s__Escherichia_coli	241.0272672105	MBM167
PWY66-389: phytol degradation	354.1713247708	MBM167
PWY66-389: phytol degradation|unclassified	113.6790539698	MBM167
PWY66-389: phytol degradation|g__Klebsiella.s__Klebsiella_quasipneumoniae	96.8555895296	MBM167
PWY66-389: phytol degradation|g__Klebsiella.s__Klebsiella_pneumoniae	1.2425171106	MBM167
GLUCARDEG-PWY: D-glucarate degradation I	341.0837510811	MBM167
GLUCARDEG-PWY: D-glucarate degradation I|g__Escherichia.s__Escherichia_coli	330.9160163046	MBM167
GLUCARDEG-PWY: D-glucarate degradation I|unclassified	7.282108298	MBM167
PWY-5897: superpathway of menaquinol-11 biosynthesis	340.8240106533	MBM167
PWY-5897: superpathway of menaquinol-11 biosynthesis|g__Escherichia.s__Escherichia_coli	227.1144105902	MBM167
PWY-5898: superpathway of menaquinol-12 biosynthesis	340.8240106533	MBM167
PWY-5898: superpathway of menaquinol-12 biosynthesis|g__Escherichia.s__Escherichia_coli	227.1144105902	MBM167
PWY-5899: superpathway of menaquinol-13 biosynthesis	340.8240106533	MBM167
PWY-5899: superpathway of menaquinol-13 biosynthesis|g__Escherichia.s__Escherichia_coli	227.1144105902	MBM167
PWY-1861: formaldehyde assimilation II (assimilatory RuMP Cycle)	337.0919081702	MBM167
PWY-1861: formaldehyde assimilation II (assimilatory RuMP Cycle)|g__Escherichia.s__Escherichia_coli	190.1526747179	MBM167
PWY-1861: formaldehyde assimilation II (assimilatory RuMP Cycle)|unclassified	35.8247251977	MBM167
UBISYN-PWY: superpathway of ubiquinol-8 biosynthesis (early decarboxylation)	336.7683067558	MBM167
UBISYN-PWY: superpathway of ubiquinol-8 biosynthesis (early decarboxylation)|g__Escherichia.s__Escherichia_coli	97.3907427137	MBM167
PWY-7199: pyrimidine deoxyribonucleosides salvage	334.2972461325	MBM167
PWY-7199: pyrimidine deoxyribonucleosides salvage|g__Escherichia.s__Escherichia_coli	68.0535937327	MBM167
PWY-7199: pyrimidine deoxyribonucleosides salvage|g__Bacteroides.s__Bacteroides_fragilis	20.1734256235	MBM167
PWY-7199: pyrimidine deoxyribonucleosides salvage|unclassified	19.0489794793	MBM167
PWY-7199: pyrimidine deoxyribonucleosides salvage|g__Klebsiella.s__Klebsiella_quasipneumoniae	14.2416393971	MBM167
PWY0-162: superpathway of pyrimidine ribonucleotides de novo biosynthesis	333.318863531	MBM167
PWY0-162: superpathway of pyrimidine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_fragilis	43.1238393188	MBM167
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I	327.2171419841	MBM167
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I|g__Escherichia.s__Escherichia_coli	256.7191258518	MBM167
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I|g__Klebsiella.s__Klebsiella_pneumoniae	8.5516701104	MBM167
GLUTORN-PWY: L-ornithine biosynthesis I	323.9077877249	MBM167
GLUTORN-PWY: L-ornithine biosynthesis I|g__Klebsiella.s__Klebsiella_quasipneumoniae	180.9288998177	MBM167
GLUTORN-PWY: L-ornithine biosynthesis I|unclassified	54.4652941294	MBM167
GLUTORN-PWY: L-ornithine biosynthesis I|g__Escherichia.s__Escherichia_coli	52.5754509428	MBM167
PWY-6708: ubiquinol-8 biosynthesis (early decarboxylation)	321.2894731897	MBM167
PWY-6708: ubiquinol-8 biosynthesis (early decarboxylation)|g__Escherichia.s__Escherichia_coli	112.01882109	MBM167
PWY0-301: L-ascorbate degradation I (bacterial, anaerobic)	321.1686455874	MBM167
PWY0-301: L-ascorbate degradation I (bacterial, anaerobic)|g__Escherichia.s__Escherichia_coli	230.1930602906	MBM167
PWY0-301: L-ascorbate degradation I (bacterial, anaerobic)|unclassified	36.5500200161	MBM167
KETOGLUCONMET-PWY: ketogluconate metabolism	311.3002678961	MBM167
KETOGLUCONMET-PWY: ketogluconate metabolism|g__Escherichia.s__Escherichia_coli	90.0559056371	MBM167
KETOGLUCONMET-PWY: ketogluconate metabolism|g__Klebsiella.s__Klebsiella_aerogenes	81.9079833581	MBM167
KETOGLUCONMET-PWY: ketogluconate metabolism|unclassified	4.2051163235	MBM167
3-HYDROXYPHENYLACETATE-DEGRADATION-PWY: 4-hydroxyphenylacetate degradation	308.8304215772	MBM167
PWY-I9: L-cysteine biosynthesis VI (from L-methionine)	305.8730400537	MBM167
PWY-I9: L-cysteine biosynthesis VI (from L-methionine)|g__Escherichia.s__Escherichia_coli	120.0499303837	MBM167
PWY-I9: L-cysteine biosynthesis VI (from L-methionine)|g__Klebsiella.s__Klebsiella_quasipneumoniae	41.2247880808	MBM167
PWY-I9: L-cysteine biosynthesis VI (from L-methionine)|unclassified	14.2741072134	MBM167
DTDPRHAMSYN-PWY: dTDP-&beta;-L-rhamnose biosynthesis	296.8595388083	MBM167
DTDPRHAMSYN-PWY: dTDP-&beta;-L-rhamnose biosynthesis|g__Bacteroides.s__Bacteroides_fragilis	98.2106230412	MBM167
DTDPRHAMSYN-PWY: dTDP-&beta;-L-rhamnose biosynthesis|unclassified	46.8992127183	MBM167
DTDPRHAMSYN-PWY: dTDP-&beta;-L-rhamnose biosynthesis|g__Escherichia.s__Escherichia_coli	30.5900240225	MBM167
DTDPRHAMSYN-PWY: dTDP-&beta;-L-rhamnose biosynthesis|g__Klebsiella.s__Klebsiella_quasipneumoniae	10.4698988639	MBM167
PPGPPMET-PWY: ppGpp metabolism	281.5085109517	MBM167
PPGPPMET-PWY: ppGpp metabolism|g__Klebsiella.s__Klebsiella_quasipneumoniae	67.3979364959	MBM167
PPGPPMET-PWY: ppGpp metabolism|g__Escherichia.s__Escherichia_coli	28.9046385411	MBM167
PPGPPMET-PWY: ppGpp metabolism|unclassified	26.6085147125	MBM167
PPGPPMET-PWY: ppGpp metabolism|g__Escherichia.s__Escherichia_fergusonii	2.2468233956	MBM167
PPGPPMET-PWY: ppGpp metabolism|g__Klebsiella.s__Klebsiella_pneumoniae	0.8182085165	MBM167
PWY-6123: inosine-5'-phosphate biosynthesis I	277.8366505414	MBM167
PWY-6123: inosine-5'-phosphate biosynthesis I|g__Bacteroides.s__Bacteroides_fragilis	147.8464417451	MBM167
PWY-6123: inosine-5'-phosphate biosynthesis I|g__Escherichia.s__Escherichia_coli	31.4553749323	MBM167
PWY-6123: inosine-5'-phosphate biosynthesis I|g__Klebsiella.s__Klebsiella_quasipneumoniae	24.6368460192	MBM167
PWY-6123: inosine-5'-phosphate biosynthesis I|unclassified	14.3367338631	MBM167
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I	276.7701785074	MBM167
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Escherichia.s__Escherichia_coli	177.653690892	MBM167
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|unclassified	55.1453465266	MBM167
PWY-5840: superpathway of menaquinol-7 biosynthesis	266.7368181609	MBM167
PWY-5840: superpathway of menaquinol-7 biosynthesis|g__Escherichia.s__Escherichia_coli	195.8675130523	MBM167
PWY-5845: superpathway of menaquinol-9 biosynthesis	266.7368181609	MBM167
PWY-5845: superpathway of menaquinol-9 biosynthesis|g__Escherichia.s__Escherichia_coli	195.8675130523	MBM167
PWY-5850: superpathway of menaquinol-6 biosynthesis	266.7368181609	MBM167
PWY-5850: superpathway of menaquinol-6 biosynthesis|g__Escherichia.s__Escherichia_coli	195.8675130523	MBM167
PWY-5896: superpathway of menaquinol-10 biosynthesis	266.7368181609	MBM167
PWY-5896: superpathway of menaquinol-10 biosynthesis|g__Escherichia.s__Escherichia_coli	195.8675130523	MBM167
FUCCAT-PWY: fucose degradation	264.4685847625	MBM167
FUCCAT-PWY: fucose degradation|g__Escherichia.s__Escherichia_coli	194.9476404263	MBM167
PWY-7282: 4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis II	263.5404907725	MBM167
PWY-7282: 4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis II|g__Escherichia.s__Escherichia_coli	228.6472936139	MBM167
PWY-7282: 4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis II|g__Escherichia.s__Escherichia_fergusonii	2.3943397051	MBM167
PYRIDNUCSYN-PWY: NAD de novo biosynthesis I (from aspartate)	261.7432469213	MBM167
PYRIDNUCSYN-PWY: NAD de novo biosynthesis I (from aspartate)|g__Escherichia.s__Escherichia_coli	81.7679500004	MBM167
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II	254.6883678573	MBM167
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Escherichia.s__Escherichia_coli	156.6730695102	MBM167
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|unclassified	75.5450686562	MBM167
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Klebsiella.s__Klebsiella_quasipneumoniae	14.5843697053	MBM167
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis	254.6883678573	MBM167
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Escherichia.s__Escherichia_coli	156.6730695102	MBM167
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|unclassified	75.5450686562	MBM167
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Klebsiella.s__Klebsiella_quasipneumoniae	14.5843697053	MBM167
PWY-6859: all-trans-farnesol biosynthesis	252.475039265	MBM167
PWY-6859: all-trans-farnesol biosynthesis|g__Klebsiella.s__Klebsiella_pneumoniae	67.9721105758	MBM167
PWY-6859: all-trans-farnesol biosynthesis|g__Escherichia.s__Escherichia_coli	41.8370907795	MBM167
COBALSYN-PWY: superpathway of adenosylcobalamin salvage from cobinamide I	252.3412251329	MBM167
COBALSYN-PWY: superpathway of adenosylcobalamin salvage from cobinamide I|g__Escherichia.s__Escherichia_coli	198.3691121024	MBM167
COBALSYN-PWY: superpathway of adenosylcobalamin salvage from cobinamide I|unclassified	11.7594550869	MBM167
P42-PWY: incomplete reductive TCA cycle	247.8566971546	MBM167
PWY-5861: superpathway of demethylmenaquinol-8 biosynthesis I	245.0142701662	MBM167
PWY-5861: superpathway of demethylmenaquinol-8 biosynthesis I|g__Escherichia.s__Escherichia_coli	163.9897485472	MBM167
PWY-6124: inosine-5'-phosphate biosynthesis II	244.4097538944	MBM167
PWY-6124: inosine-5'-phosphate biosynthesis II|g__Bacteroides.s__Bacteroides_fragilis	131.6867072426	MBM167
PWY-6124: inosine-5'-phosphate biosynthesis II|g__Escherichia.s__Escherichia_coli	29.3231280032	MBM167
PWY-6124: inosine-5'-phosphate biosynthesis II|g__Klebsiella.s__Klebsiella_quasipneumoniae	17.302894716	MBM167
PWY-6124: inosine-5'-phosphate biosynthesis II|unclassified	16.1089983816	MBM167
PWY-7790: UMP biosynthesis II	232.4582726798	MBM167
PWY-7790: UMP biosynthesis II|g__Escherichia.s__Escherichia_coli	43.3257263755	MBM167
PWY-7790: UMP biosynthesis II|g__Bacteroides.s__Bacteroides_fragilis	30.2811210761	MBM167
PWY-7791: UMP biosynthesis III	232.4582726798	MBM167
PWY-7791: UMP biosynthesis III|g__Bacteroides.s__Bacteroides_fragilis	46.3949509337	MBM167
PWY-7791: UMP biosynthesis III|g__Escherichia.s__Escherichia_coli	43.3257263755	MBM167
PWY-7315: dTDP-N-acetylthomosamine biosynthesis	227.2125813432	MBM167
PWY-7315: dTDP-N-acetylthomosamine biosynthesis|g__Escherichia.s__Escherichia_coli	67.6015746653	MBM167
PWY-7315: dTDP-N-acetylthomosamine biosynthesis|g__Escherichia.s__Escherichia_fergusonii	46.5414237974	MBM167
PWY-7315: dTDP-N-acetylthomosamine biosynthesis|g__Klebsiella.s__Klebsiella_quasipneumoniae	7.4274125899	MBM167
COA-PWY-1: superpathway of coenzyme A biosynthesis III (mammals)	227.0915843448	MBM167
COA-PWY-1: superpathway of coenzyme A biosynthesis III (mammals)|g__Escherichia.s__Escherichia_coli	108.5024002104	MBM167
COA-PWY-1: superpathway of coenzyme A biosynthesis III (mammals)|unclassified	35.9786656309	MBM167
COA-PWY-1: superpathway of coenzyme A biosynthesis III (mammals)|g__Klebsiella.s__Klebsiella_pneumoniae	15.7945368913	MBM167
PWY-5345: superpathway of L-methionine biosynthesis (by sulfhydrylation)	226.2632336186	MBM167
HOMOSER-METSYN-PWY: L-methionine biosynthesis I	224.0560512742	MBM167
HOMOSER-METSYN-PWY: L-methionine biosynthesis I|g__Escherichia.s__Escherichia_coli	79.2963959158	MBM167
HOMOSER-METSYN-PWY: L-methionine biosynthesis I|unclassified	25.8401548	MBM167
KDO-NAGLIPASYN-PWY: superpathway of (Kdo)2-lipid A biosynthesis	223.5296531148	MBM167
KDO-NAGLIPASYN-PWY: superpathway of (Kdo)2-lipid A biosynthesis|g__Escherichia.s__Escherichia_coli	101.1836044835	MBM167
PWY-6961: L-ascorbate degradation II (bacterial, aerobic)	217.4684446178	MBM167
PWY-5837: 2-carboxy-1,4-naphthoquinol biosynthesis	215.1611510748	MBM167
PWY-5837: 2-carboxy-1,4-naphthoquinol biosynthesis|g__Escherichia.s__Escherichia_coli	130.0756405882	MBM167
AEROBACTINSYN-PWY: aerobactin biosynthesis	205.6747281572	MBM167
AEROBACTINSYN-PWY: aerobactin biosynthesis|g__Escherichia.s__Escherichia_coli	194.4772494487	MBM167
PWY-6507: 4-deoxy-L-threo-hex-4-enopyranuronate degradation	204.8784534043	MBM167
PWY-6507: 4-deoxy-L-threo-hex-4-enopyranuronate degradation|g__Escherichia.s__Escherichia_coli	104.7952714446	MBM167
PWY4LZ-257: superpathway of fermentation (Chlamydomonas reinhardtii)	202.1361261354	MBM167
PWY4LZ-257: superpathway of fermentation (Chlamydomonas reinhardtii)|g__Escherichia.s__Escherichia_coli	8.2967608276	MBM167
PWY4LZ-257: superpathway of fermentation (Chlamydomonas reinhardtii)|unclassified	6.4623068583	MBM167
PWY4LZ-257: superpathway of fermentation (Chlamydomonas reinhardtii)|g__Klebsiella.s__Klebsiella_pneumoniae	0.9798992358	MBM167
PWY-5941: glycogen degradation II	193.5746334673	MBM167
PWY-5941: glycogen degradation II|g__Escherichia.s__Escherichia_coli	89.7269890603	MBM167
PWY-5941: glycogen degradation II|unclassified	81.8745917702	MBM167
OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)	190.8293616582	MBM167
OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)|g__Klebsiella.s__Klebsiella_quasipneumoniae	11.6956910581	MBM167
PWY-5860: superpathway of demethylmenaquinol-6 biosynthesis I	181.5602799006	MBM167
PWY-5860: superpathway of demethylmenaquinol-6 biosynthesis I|g__Escherichia.s__Escherichia_coli	132.7524489047	MBM167
PWY-5862: superpathway of demethylmenaquinol-9 biosynthesis	181.5602799006	MBM167
PWY-5862: superpathway of demethylmenaquinol-9 biosynthesis|g__Escherichia.s__Escherichia_coli	132.7524489047	MBM167
PWY1ZNC-1: assimilatory sulfate reduction IV	163.6561957913	MBM167
PWY1ZNC-1: assimilatory sulfate reduction IV|g__Escherichia.s__Escherichia_coli	115.5445252741	MBM167
THISYN-PWY: superpathway of thiamine diphosphate biosynthesis I	155.4141239559	MBM167
THISYN-PWY: superpathway of thiamine diphosphate biosynthesis I|g__Escherichia.s__Escherichia_coli	121.005323211	MBM167
ARG+POLYAMINE-SYN: superpathway of arginine and polyamine biosynthesis	154.8395513704	MBM167
ARG+POLYAMINE-SYN: superpathway of arginine and polyamine biosynthesis|g__Escherichia.s__Escherichia_coli	52.5846863916	MBM167
PWY-6902: chitin degradation II (Vibrio)	154.7253315865	MBM167
PWY-6902: chitin degradation II (Vibrio)|g__Escherichia.s__Escherichia_coli	56.2187202244	MBM167
PWY-6902: chitin degradation II (Vibrio)|unclassified	55.8565627691	MBM167
GLYCOCAT-PWY: glycogen degradation I	150.1103229553	MBM167
GLYCOCAT-PWY: glycogen degradation I|g__Escherichia.s__Escherichia_coli	49.624801402	MBM167
GLYCOCAT-PWY: glycogen degradation I|unclassified	20.9282023948	MBM167
PWY-8131: 5'-deoxyadenosine degradation II	146.4510207233	MBM167
PWY-7323: superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis	145.7142534209	MBM167
PWY-6895: superpathway of thiamine diphosphate biosynthesis II	144.3719158247	MBM167
PWY-6895: superpathway of thiamine diphosphate biosynthesis II|g__Escherichia.s__Escherichia_coli	111.3338295284	MBM167
