species	MHS340	MHS348	MHS420	MHS431	MHS602
Rathayibacter rathayi	    16	0	0	0	     4
Rathayibacter toxicus	     8	0	0	0	     1
Rathayibacter tanaceti	     3	    3	0	0	     6
Rathayibacter festucae	     2	0	0	     5	    15
Rathayibacter tritici	     1	    2	0	0	     8
Leifsonia sp. PS1209	    18	    1	0	     2	    37
Leifsonia sp. 21MFCrub1.1	    13	0	0	     1	    21
Leifsonia sp. ZF2019	    11	0	0	     4	    17
Leifsonia xyli	    12	    3	0	     1	     3
Leifsonia shinshuensis	     3	    5	0	0	    20
Clavibacter michiganensis	    57	0	0	     6	    64
Clavibacter zhangzhiyongii	     2	0	0	     1	     5
Frondihabitans sp. PAMC 28766	    46	0	0	     4	    11
Frondihabitans sp. 762G35	    13	0	0	0	     5
Leucobacter sp. Psy1	    26	0	0	0	    18
Leucobacter sp. CX169	     8	    6	0	0	     2
Leucobacter sp. NB 10	     2	0	0	     3	     3
Leucobacter triazinivorans	     3	0	0	0	    18
Leucobacter muris	     2	0	0	0	     6
Marisediminicola antarctica	    32	0	0	     2	     4
Herbiconiux sp. SALV-R1	    32	    2	0	     3	    22
Cryobacterium soli	    20	0	0	0	     8
Cryobacterium sp. LW097	     1	    1	0	0	    14
Cryobacterium sp. PAMC25264	     1	0	0	0	     1
Frigoribacterium sp. NBH87	    23	0	0	0	    14
Salinibacterium sp. ZJ70	    19	0	0	     1	    20
Agromyces aureus	    12	0	0	     1	    26
Agromyces sp. LHK192	     3	0	0	0	     7
Agromyces sp. G127AT	     1	0	0	     5	    15
Agromyces flavus	     1	0	0	0	    28
Agromyces badenianii	     1	0	0	0	     4
Agromyces intestinalis	     1	0	0	     1	    13
Plantibacter sp. PA-3-X8	     4	0	0	0	    14
Humibacter sp. WJ7-1	    14	0	0	0	     7
Microcella alkaliphila	     9	0	0	0	     5
Protaetiibacter intestinalis	     4	0	0	0	    29
Protaetiibacter larvae	     3	    3	0	0	     2
Chryseoglobus sp. 28M-23	     1	0	0	0	     3
Cnuibacter physcomitrellae	     6	0	0	0	     6
Mycetocola zhujimingii	     4	0	0	0	     2
Microterricola viridarii	     2	0	0	0	    23
Gryllotalpicola protaetiae	     1	0	0	     3	    12
Dermacoccus sp. PAMC28757	   652	    5	0	   189	  1050
Dermacoccus nishinomiyaensis	   289	    9	0	   164	   290
Luteipulveratus mongoliensis	    24	0	0	     1	    39
Brevibacterium casei	   404	   10	0	    85	   676
Brevibacterium sp. CS2	    28	   10	0	0	    26
Brevibacterium sp. SMBL_HHYL_HB1	    10	0	0	     2	     4
Brevibacterium sp. WO024	     6	0	0	0	    16
Brevibacterium sp. W7.2	     1	0	0	     3	     6
Brevibacterium aurantiacum	    12	0	0	0	     2
Brevibacterium sandarakinum	     7	0	0	0	     1
Brachybacterium sp. P6-10-X1	    77	    4	0	     3	    47
Brachybacterium sp. SGAir0954	    19	0	0	     7	    78
Brachybacterium saurashtrense	    53	    5	0	     5	   151
Brachybacterium faecium	    21	    1	0	     7	   127
Brachybacterium ginsengisoli	    13	0	0	     6	   145
Brachybacterium vulturis	    11	0	0	0	    61
Brachybacterium avium	     3	0	0	0	    26
Dermabacter jinjuensis	     5	0	0	     5	    36
Janibacter indicus	    95	0	0	    12	    39
Janibacter limosus	    40	0	0	     4	    26
Janibacter melonis	    15	    1	0	     5	    58
Janibacter sp. YB324	     3	    4	0	     7	     7
Phycicoccus endophyticus	    16	    1	0	0	    13
Phycicoccus sp. HDW14	    14	0	0	0	    23
Pedococcus dokdonensis	    15	    1	0	0	    26
Intrasporangium calvum	    12	0	0	0	    14
Tetrasphaera sp. HKS02	     7	0	0	0	    15
Arsenicicoccus sp. oral taxon 190	     2	0	0	     3	    18
Cellulomonas sp. zg-ZUI188	    23	0	0	0	     9
Cellulomonas sp. Y8	     9	    3	0	    20	    25
Cellulomonas sp. C5510	     7	0	0	     1	     7
Cellulomonas sp. PSBB021	     3	0	0	0	     2
Cellulomonas sp. zg-ZUI157	     3	    2	0	0	    42
Cellulomonas sp. zg-ZUI222	     1	0	0	     7	    15
Cellulomonas fimi	    29	0	0	     1	     5
Cellulomonas taurus	    10	0	0	0	    18
Cellulomonas gilvus	     3	0	0	     1	     9
Actinotalea sp. JY-7876	     7	0	0	0	     9
Oerskovia sp. KBS0722	     4	0	0	     2	    41
Ornithinimicrobium sp. HY006	    24	    1	0	     4	    14
Ornithinimicrobium sp. AMA3305	     4	    3	0	     1	     4
Serinicoccus profundi	    23	    2	0	0	    19
Serinicoccus hydrothermalis	     4	0	0	0	    23
Serinicoccus marinus	     1	0	0	0	0
Cellulosimicrobium cellulans	    18	0	0	0	    21
Cellulosimicrobium sp. 72-3	     1	0	0	0	0
Xylanimonas allomyrinae	    25	0	0	0	     9
Xylanimonas cellulosilytica	     1	0	0	0	     1
Isoptericola variabilis	     7	    3	0	0	     5
Isoptericola dokdonensis	     1	0	0	     1	     4
Kytococcus sedentarius	    32	0	0	     8	    83
Miniimonas sp. S16	    25	0	0	     1	    12
Beutenbergia cavernae	     3	0	0	0	    13
Georgenia sp. Z443	    16	    1	0	0	     2
Georgenia sp. Z294	     2	0	0	     1	    23
Georgenia faecalis	     7	0	0	0	     1
Sanguibacter keddieii	    12	0	0	     1	     4
Sanguibacter sp. HDW7	     5	0	0	     2	     3
Ruania alkalisoli	     2	    2	0	     3	     2
Ruania sp. HY164	     1	0	0	0	    37
Jonesia denitrificans	     1	0	0	0	     1
Mycobacterium paraintracellulare	   103	0	0	0	0
Mycobacterium colombiense	    53	0	0	     2	     3
Mycobacterium intracellulare	    28	0	0	0	     5
Mycobacterium avium	     9	0	0	0	    22
Mycobacterium marseillense	     3	0	0	0	     5
Mycobacterium florentinum	   128	    2	0	0	    29
Mycobacterium kubicae	    29	    2	0	0	     1
Mycobacterium shigaense	    23	    2	0	     1	     6
Mycobacterium saskatchewanense	    10	0	0	     1	    10
Mycobacterium simiae	     3	0	0	     5	    30
Mycobacterium parmense	     3	0	0	     3	    42
Mycobacterium gallinarum	    81	    3	0	     4	    38
Mycobacterium paragordonae	    72	    5	0	0	    28
Mycobacterium conspicuum	    55	0	0	0	    13
Mycobacterium kansasii	    51	0	0	     3	    44
Mycobacterium sp. YC-RL4	    23	0	0	0	     4
Mycobacterium sp. JS623	     2	0	0	0	    17
Mycobacterium sp. MS1601	     2	0	0	     1	    16
Mycobacterium sp. WY10	     1	0	0	     2	     1
Mycobacterium sp. DL440	     1	0	0	     2	     6
Mycobacterium sp. DL592	     1	0	0	     3	    13
Mycobacterium sp. TY59	     1	0	0	0	     5
Mycobacterium spongiae	    30	0	0	0	     2
Mycobacterium tuberculosis	     7	    1	0	0	    31
Mycobacterium canettii	     5	0	0	0	    14
Mycobacterium gordonae	    11	    6	0	0	    21
Mycobacterium grossiae	     7	0	0	     1	    42
Mycobacterium heraklionense	     4	0	0	0	     2
Mycobacterium goodii	     4	0	0	0	     2
Mycobacterium shinjukuense	     3	0	0	0	     1
Mycobacterium vicinigordonae	     3	0	0	0	     1
Mycobacterium seoulense	     3	0	0	0	     9
Mycobacterium basiliense	     3	0	0	0	     1
Mycobacterium cookii	     2	0	0	0	    15
Mycobacterium riyadhense	     2	0	0	0	     2
Mycobacterium koreense	     2	0	0	0	    29
Mycobacterium branderi	     1	0	0	0	     5
Mycobacterium shottsii	     1	0	0	0	0
Mycobacterium haemophilum	     1	0	0	     1	0
Mycobacterium dioxanotrophicus	     1	0	0	     4	     7
Mycobacterium noviomagense	     1	0	0	0	     1
Mycolicibacterium phocaicum	   185	    6	0	     7	    38
Mycolicibacterium sp. Z-34	     3	0	0	     3	     7
Mycolicibacterium sp. LJ126	     2	0	0	     7	     1
Mycolicibacterium sediminis	   119	0	0	     1	    29
Mycolicibacterium chubuense	    71	    1	0	     5	    73
Mycolicibacterium aubagnense	    63	0	0	     2	     5
Mycolicibacterium fortuitum	    42	    1	0	     8	    16
Mycolicibacterium madagascariense	    25	0	0	0	     7
Mycolicibacterium litorale	    24	0	0	     4	    25
Mycolicibacterium smegmatis	    18	    3	0	     1	    13
Mycolicibacterium aurum	    15	0	0	     7	    25
Mycolicibacterium rutilum	    14	0	0	0	    11
Mycolicibacterium thermoresistibile	    13	    4	0	     1	     5
Mycolicibacterium moriokaense	    13	0	0	     1	     1
Mycolicibacterium psychrotolerans	    12	    2	0	     5	    33
Mycolicibacterium gadium	    10	    1	0	0	    43
Mycolicibacterium arabiense	     8	0	0	     2	    31
Mycolicibacterium vaccae	     8	0	0	     5	    11
Mycolicibacterium fallax	     4	0	0	0	     3
Mycolicibacterium parafortuitum	     4	0	0	     2	    17
Mycolicibacterium fluoranthenivorans	     3	    2	0	     2	    26
Mycobacterium doricum	     3	0	0	     5	     2
Mycolicibacterium mageritense	     3	    4	0	     1	    20
Mycolicibacterium anyangense	     2	0	0	0	     8
Mycolicibacterium boenickei	     2	0	0	     3	0
Mycolicibacterium chitae	     1	0	0	0	    25
Mycolicibacterium insubricum	     1	    1	0	     5	0
Mycolicibacterium aichiense	     1	0	0	0	0
Mycolicibacterium gilvum	     1	0	0	     3	    16
Mycolicibacterium tokaiense	     1	0	0	     1	    42
Mycolicibacterium celeriflavum	     1	0	0	0	    16
Mycolicibacterium neoaurum	     1	0	0	0	    23
Mycolicibacterium austroafricanum	     1	0	0	     1	    17
Mycolicibacterium sarraceniae	     1	0	0	0	    18
Mycolicibacterium monacense	     1	0	0	     2	     2
Mycolicibacterium mucogenicum	     1	    5	0	     1	    23
Mycolicibacterium phlei	     1	0	0	     2	    11
Mycobacteroides abscessus	    63	0	0	    12	     6
Mycobacteroides salmoniphilum	    62	0	0	0	    12
Mycobacteroides immunogenum	     1	    2	0	     1	0
Mycolicibacter terrae	    44	0	0	0	    18
Mycolicibacter minnesotensis	    38	0	0	0	     3
Mycolicibacter sp. MYC098	     1	0	0	0	    17
Mycolicibacter sp. MYC017	     1	0	0	0	    19
Mycolicibacter hiberniae	     1	0	0	     1	    11
Corynebacterium tuberculostearicum	   371	    9	0	   127	  1908
Corynebacterium kroppenstedtii	   313	   16	0	    22	   199
Corynebacterium propinquum	   108	0	0	     1	     9
Corynebacterium segmentosum	   103	0	0	    26	  1173
Corynebacterium ureicelerivorans	   102	    3	0	    11	   114
Corynebacterium kefirresidentii	    88	   19	0	    60	  4709
Corynebacterium jeikeium	    85	0	0	    15	   114
Corynebacterium simulans	    77	0	0	     1	    97
Corynebacterium aurimucosum	    51	0	0	    12	   118
Corynebacterium xerosis	    39	0	0	     1	    79
Corynebacterium efficiens	    37	0	0	     1	     6
Corynebacterium variabile	    31	    1	0	     5	    41
Corynebacterium glucuronolyticum	    31	    1	0	     5	    32
Corynebacterium genitalium	    25	0	0	     2	    23
Corynebacterium sp. 1864	    10	0	0	0	     1
Corynebacterium sp. zg-320	     5	0	0	0	     2
Corynebacterium sp. zg-917	     3	    3	0	    11	    61
Corynebacterium sp. NML98-0116	     1	0	0	0	    26
Corynebacterium sp. 2019	     1	0	0	0	    17
Corynebacterium sp. 2039	     1	0	0	0	     6
Corynebacterium casei	    20	    2	0	0	     4
Corynebacterium diphtheriae	    19	0	0	     3	    61
Corynebacterium singulare	    12	    4	0	     4	    86
Corynebacterium nuruki	     7	0	0	0	    30
Corynebacterium maris	     7	    3	0	     6	    31
Corynebacterium timonense	     6	0	0	     2	    21
Corynebacterium halotolerans	     5	0	0	0	    14
Corynebacterium incognita	     5	0	0	0	     8
Corynebacterium qintianiae	     4	0	0	0	     9
Corynebacterium glaucum	     3	0	0	     9	    23
Corynebacterium striatum	     3	    1	0	     4	    82
Corynebacterium sanguinis	     3	0	0	0	    14
Corynebacterium minutissimum	     3	0	0	0	   103
Corynebacterium gerontici	     3	0	0	0	     6
Corynebacterium imitans	     3	0	0	0	   100
Corynebacterium riegelii	     3	0	0	0	    16
Corynebacterium epidermidicanis	     3	0	0	0	     5
Corynebacterium sphenisci	     2	    1	0	     2	    29
Corynebacterium glutamicum	     2	0	0	     1	     2
Corynebacterium liangguodongii	     2	0	0	     3	    13
Corynebacterium flavescens	     2	0	0	0	     4
Corynebacterium kutscheri	     2	0	0	0	     2
Corynebacterium bovis	     2	0	0	     1	    67
Corynebacterium aquilae	     1	0	0	0	     1
Corynebacterium humireducens	     1	0	0	0	    17
Corynebacterium pelargi	     1	0	0	0	     2
Corynebacterium lactis	     1	0	0	0	    19
Corynebacterium choanae	     1	0	0	0	0
Corynebacterium doosanense	     1	0	0	     1	    12
Corynebacterium glyciniphilum	     1	0	0	     6	     4
Corynebacterium uterequi	     1	0	0	0	    23
Corynebacterium freneyi	     1	0	0	     1	    31
Corynebacterium amycolatum	     1	0	0	     6	    19
Corynebacterium matruchotii	     1	0	0	   101	    63
Corynebacterium urealyticum	     1	0	0	     4	    11
Corynebacterium pseudopelargi	     1	0	0	0	     1
Corynebacterium yudongzhengii	     1	0	0	0	     3
Corynebacterium falsenii	     1	0	0	0	    21
Corynebacterium testudinoris	     1	0	0	     2	     5
Rhodococcus sp. P-2	    56	0	0	    18	    37
Rhodococcus sp. NJ-530	    38	0	0	     3	     1
Rhodococcus sp. B7740	    35	    1	0	0	    13
Rhodococcus sp. PBTS 2	    31	0	0	     2	   183
Rhodococcus sp. PBTS 1	    21	0	0	    16	    28
Rhodococcus sp. X156	    20	0	0	0	     9
Rhodococcus sp. WAY2	     9	0	0	     1	0
Rhodococcus sp. USK13	     8	0	0	0	     6
Rhodococcus sp. MTM3W5.2	     5	    2	0	0	    16
Rhodococcus sp. 21391	     4	0	0	0	0
Rhodococcus sp. W8901	     1	0	0	0	    14
Rhodococcus sp. H-CA8f	     1	0	0	0	0
Rhodococcus sp. P1Y	     1	0	0	0	     5
Rhodococcus sp. YL-1	     1	0	0	0	     2
Rhodococcus qingshengii	    85	    1	0	     1	    15
Rhodococcus erythropolis	     2	0	0	     7	0
Rhodococcus fascians	    18	0	0	     9	   196
Rhodococcus ruber	    14	0	0	     1	    34
Rhodococcus rhodochrous	    11	0	0	     1	     1
Rhodococcus hoagii	     5	    1	0	0	     4
Rhodococcus globerulus	     2	0	0	     3	     5
Rhodococcus jostii	     1	0	0	0	    13
Nocardia cyriacigeorgica	    20	0	0	     1	    30
Nocardia terpenica	    16	0	0	0	    42
Nocardia sp. CS682	    13	0	0	     4	     2
Nocardia sp. WCH-YHL-001	     2	    1	0	     1	     8
Nocardia brasiliensis	    13	    4	0	     2	    20
Nocardia seriolae	    11	0	0	0	    20
Nocardia wallacei	     7	    2	0	     3	     7
Nocardia asteroides	     5	0	0	0	    12
Nocardia farcinica	     5	    1	0	     1	    21
Nocardia nova	     5	    2	0	     1	     8
Nocardia otitidiscaviarum	     4	0	0	     2	    11
Nocardia arthritidis	     3	    1	0	0	    10
Nocardia mangyaensis	     3	0	0	0	     7
Nocardia iowensis	     1	0	0	     7	     7
Nocardia tengchongensis	     1	0	0	0	    22
Nocardia yunnanensis	     1	    2	0	0	     8
Dietzia sp. oral taxon 368	   110	    2	0	     2	    48
Dietzia lutea	    61	0	0	     1	    25
Dietzia psychralcaliphila	     2	0	0	0	    20
Dietzia timorensis	     1	0	0	     5	     2
Gordonia terrae	    58	    5	0	     4	    16
Gordonia polyisoprenivorans	    37	0	0	     7	    31
Gordonia bronchialis	    23	0	 1	    10	    11
Gordonia zhaorongruii	    19	0	0	     2	    23
Gordonia ajococcus	    12	0	0	     3	     1
Gordonia sp. KTR9	     1	0	0	     2	     7
Gordonia sp. YC-JH1	     1	0	0	0	     2
Gordonia sp. JH63	     1	    2	0	     2	     4
Gordonia insulae	     2	0	0	0	    12
Skermania piniformis	     1	0	0	     2	    20
Lawsonella clevelandensis	    85	    1	0	    98	  4154
Tsukamurella tyrosinosolvens	    10	0	0	     2	    25
Tsukamurella paurometabola	     5	0	0	    11	    59
Tomitella sp. HY172	    10	0	0	     2	     9
Tomitella sp. HY188	     5	0	0	0	     1
Segniliparus rotundus	     1	0	0	0	     7
Streptomyces sp. HSG2	   114	0	0	0	     6
Streptomyces sp. W1SF4	    37	0	0	0	    10
Streptomyces sp. SAT1	    31	0	0	0	    20
Streptomyces sp. CB01881	    28	0	0	0	    30
Streptomyces sp. A2-16	    26	0	0	     4	     9
Streptomyces sp. S8	    24	0	0	0	     6
Streptomyces sp. SCSIO 3032	    20	0	0	0	    13
Streptomyces sp. P3	    18	    1	0	     4	     3
Streptomyces sp. 3214.6	    13	0	0	     2	     8
Streptomyces sp. MG28	    13	0	0	0	    11
Streptomyces sp. Rer75	    11	0	0	0	    15
Streptomyces sp. CRPJ-33	    11	0	0	     1	    13
Streptomyces sp. RTd22	     9	0	0	0	     8
Streptomyces sp. WAC 01529	     8	    2	0	     1	    29
Streptomyces sp. NEAU-sy36	     7	0	0	0	     9
Streptomyces sp. DSM 40868	     7	0	0	0	     8
Streptomyces sp. GS7	     7	0	0	     4	    15
Streptomyces sp. SirexAA-E	     5	0	0	     1	    12
Streptomyces sp. WY228	     5	0	0	0	    10
Streptomyces sp. SN-593	     4	    1	0	0	     8
Streptomyces sp. 135	     4	    1	0	0	    10
Streptomyces sp. TN58	     4	0	0	0	    29
Streptomyces sp. NA04227	     4	    1	0	0	    22
Streptomyces sp. JB150	     3	0	0	     1	    10
Streptomyces sp. BHT-5-2	     3	0	0	0	    10
Streptomyces sp. CRXT-Y-14	     3	0	0	0	    13
Streptomyces sp. CdTB01	     3	0	0	0	     6
Streptomyces sp. RPA4-2	     3	    3	0	0	     4
Streptomyces sp. ZYC-3	     3	0	0	     1	     5
Streptomyces sp. TLI_053	     3	0	0	0	    11
Streptomyces sp. CMB-StM0423	     2	0	0	0	     6
Streptomyces sp. fd1-xmd	     2	0	0	0	     9
Streptomyces sp. NA02536	     2	0	0	0	0
Streptomyces sp. Tu 2975	     2	0	0	0	     3
Streptomyces sp. F12	     2	0	0	0	0
Streptomyces sp. GMY02	     2	0	0	     4	     7
Streptomyces sp. ID38640	     2	0	0	0	     5
Streptomyces sp. CNQ-509	     2	0	0	0	     2
Streptomyces sp. WAC 01438	     2	0	0	0	    34
Streptomyces sp. SCUT-3	     2	0	0	0	    18
Streptomyces sp. HM190	     2	0	0	     2	     6
Streptomyces sp. YPW6	     2	0	0	0	     1
Streptomyces sp. QHH-9511	     2	0	0	     1	     2
Streptomyces sp. M2	     2	0	0	     2	     5
Streptomyces sp. NHF165	     1	    4	0	     3	     9
Streptomyces sp. NA02950	     1	    1	0	0	     4
Streptomyces sp. Z423-1	     1	    1	0	0	     3
Streptomyces sp. jing01	     1	0	0	0	     3
Streptomyces sp. Sge12	     1	0	0	0	0
Streptomyces sp. HF10	     1	    1	0	0	    21
Streptomyces sp. RLB1-33	     1	0	0	     1	0
Streptomyces sp. So13.3	     1	0	0	0	    32
Streptomyces sp. WAC 06738	     1	0	0	0	     3
Streptomyces sp. SYP-A7193	     1	0	0	0	     2
Streptomyces sp. 11-1-2	     1	0	0	0	     1
Streptomyces sp. MG62	     1	0	0	     1	    14
Streptomyces sp. V17-9	     1	0	0	0	    18
Streptomyces sp. Mg1	     1	0	0	0	    12
Streptomyces sp. XC 2026	     1	0	0	0	0
Streptomyces sp. EAS-AB2608	     1	0	0	     1	     2
Streptomyces sp. AgN23	     1	0	0	0	     6
Streptomyces sp. 769	     1	0	0	0	     2
Streptomyces sp. Z022	     1	0	0	0	     2
Streptomyces sp. CB00271	     1	0	0	0	     2
Streptomyces sp. MBT27	     1	0	0	0	     9
Streptomyces sp. CCM_MD2014	     1	    2	0	0	     1
Streptomyces sp. SM18	     1	0	0	     1	    15
Streptomyces sp. ST1015	     1	0	0	0	    29
Streptomyces sp. 2114.2	     1	0	0	0	     4
Streptomyces lividans	    84	   21	0	   470	  2130
Streptomyces globosus	    82	0	0	0	    14
Streptomyces auratus	    55	0	0	0	     4
Streptomyces venezuelae	    54	0	0	0	   126
Streptomyces rutgersensis	    42	    1	0	     2	    10
Streptomyces katrae	    41	0	0	     1	     4
Streptomyces rapamycinicus	    22	    4	0	0	    17
Streptomyces hygroscopicus	    15	0	0	0	     8
Streptomyces violaceusniger	     2	0	0	0	    15
Streptomyces actuosus	    38	0	0	0	    10
Streptomyces buecherae	    36	0	0	0	    13
Streptomyces cyaneochromogenes	    33	    1	0	     2	     3
Streptomyces chromofuscus	    32	0	0	0	     6
Streptomyces platensis	    30	0	0	0	     2
Streptomyces leeuwenhoekii	    30	0	0	0	    14
Streptomyces albus	    29	    2	0	     1	    12
Streptomyces vinaceus	    29	0	0	0	     3
Streptomyces davaonensis	    29	    1	0	0	     6
Streptomyces globisporus	    26	    1	0	0	     2
Streptomyces griseus	     3	0	0	0	     2
Streptomyces bathyalis	    29	0	0	0	    16
Streptomyces hundungensis	    27	0	0	0	     2
Streptomyces subrutilus	    26	0	0	0	     1
Streptomyces albireticuli	    21	    2	0	0	     6
Streptomyces fagopyri	    21	0	0	0	     5
Streptomyces clavuligerus	    21	0	0	0	    12
Streptomyces lunaelactis	    19	    1	0	     1	     4
Streptomyces bingchenggensis	    18	0	0	     2	    15
Streptomyces glomeroaurantiacus	    11	    1	0	     3	     4
Streptomyces koyangensis	     3	0	0	     3	    20
Streptomyces alboniger	     2	0	0	     2	    10
Streptomyces qaidamensis	     1	0	0	0	     3
Streptomyces cadmiisoli	     1	0	0	     2	     5
Streptomyces calvus	    17	    1	0	0	    15
Streptomyces kanamyceticus	    17	0	0	0	     1
Streptomyces griseochromogenes	    16	    1	0	     2	     5
Streptomyces niveus	    16	0	0	0	    22
Streptomyces glaucescens	    13	0	0	0	     5
Streptomyces collinus	    13	0	0	     3	     1
Streptomyces capitiformicae	    12	0	0	0	    26
Streptomyces formicae	    11	0	0	0	    16
Streptomyces chartreusis	    10	0	0	     3	    15
Streptomyces mobaraensis	     9	    1	0	     8	    23
Streptomyces cyanogenus	     9	0	0	0	     3
Streptomyces murinus	     9	0	0	0	0
Streptomyces tendae	     8	    2	0	0	    13
Streptomyces albidoflavus	     8	0	0	0	    14
Streptomyces broussonetiae	     8	0	0	0	     9
Streptomyces antibioticus	     8	0	0	     4	    27
Streptomyces parvulus	     8	0	0	0	     4
Streptomyces prasinus	     8	0	0	0	    11
Streptomyces gardneri	     7	0	0	0	     8
