species	MHS470	MHS524	MHS552	MHS566	MHS581
Lachnoclostridium phytofermentans	      1	0	0	0	     1
Thermaerobacter sp. FW80	      3	    20	0	0	0
Thermaerobacter marianensis	      1	     7	    11	0	     1
Mogibacterium diversum	      1	0	     3	    1	0
Romboutsia hominis	      1	0	0	0	0
Paeniclostridium sordellii	      1	0	0	    1	0
Clostridioides difficile	      1	     2	     2	0	0
Desulfotomaculum nigrificans	      3	0	0	0	0
Symbiobacterium thermophilum	      2	0	     4	    1	     4
Petrocella atlantisensis	      1	0	0	0	0
Thermodesulfobium narugense	      1	0	     1	0	0
Caldicellulosiruptor owensensis	      1	0	0	0	0
Finegoldia magna	     10	     8	     3	    7	    15
Anaerococcus vaginalis	      2	0	0	0	     1
Anaerococcus obesiensis	      2	0	0	0	     4
Anaerococcus prevotii	      1	0	     4	0	     4
Peptoniphilus harei	      2	     5	0	    3	    10
Gottschalkia acidurici	      5	0	0	0	0
Schnuerera ultunensis	      2	0	     1	0	0
Gudongella oleilytica	      1	0	0	0	0
Veillonella parvula	      4	    14	    25	   21	     6
Veillonella atypica	      4	     1	     1	0	0
Veillonella rodentium	      2	0	0	0	0
Veillonella sp. S12025-13	      1	     1	0	0	0
Acidaminococcus fermentans	      4	0	0	0	0
Cutibacterium acnes	   6920	  5614	  6907	 7161	  4971
Cutibacterium granulosum	    111	   123	   112	  214	   162
Cutibacterium modestum	    107	   164	   119	   71	   103
Cutibacterium avidum	     12	    23	    40	   18	    28
Tessaracoccus sp. J1M15	      5	     5	0	    6	    15
Tessaracoccus sp. MC1865	      4	     4	     4	    6	    14
Tessaracoccus flavescens	      4	    13	     5	    7	    39
Tessaracoccus aquimaris	      4	     8	     5	    4	    13
Tessaracoccus flavus	      3	     9	     2	    2	    13
Tessaracoccus defluvii	      2	    15	     5	   11	     5
Tessaracoccus timonensis	      1	     7	    28	    9	     2
Microlunatus sp. KUDC0627	      4	    48	     2	    2	    11
Microlunatus sp. Gsoil 973	      4	    14	     3	    3	     4
Microlunatus sagamiharensis	      6	    58	    21	   19	    15
Microlunatus phosphovorus	      5	    25	    31	    9	    12
Microlunatus soli	      4	    14	    15	    5	     9
Brevilactibacter sp. MC1595	      9	    46	    16	    8	    24
Brevilactibacter coleopterorum	      6	     9	    10	    6	     7
Propionibacterium freudenreichii	      5	    17	     2	0	     8
Propionibacterium australiense	      3	     8	     3	    1	     7
Propionibacterium acidifaciens	      2	     4	     1	    4	     3
Arachnia rubra	      8	     3	     2	    3	    12
Arachnia propionica	      1	    16	    13	    4	     3
Acidipropionibacterium acidipropionici	      4	    11	     9	    1	    11
Acidipropionibacterium jensenii	      4	    20	     7	   10	    15
Auraticoccus monumenti	      7	    43	    16	   10	    23
Raineyella sp. CBA3103	      5	    19	     4	    1	     5
Nocardioides sp. S5	     24	    54	    10	    4	    32
Nocardioides sp. S-1144	     24	    12	    20	   17	    28
Nocardioides sp. 603	     11	     5	    20	    2	    18
Nocardioides sp. JS614	     10	    38	    15	    5	     5
Nocardioides sp. LMS-CY	     10	    30	    40	   15	    15
Nocardioides sp. dk3136	      8	    23	     9	    2	     7
Nocardioides sp. ZJ1313	      7	    16	0	   10	0
Nocardioides sp. zg-1228	      6	    74	     5	    3	    25
Nocardioides sp. HY056	      5	    33	    10	0	    14
Nocardioides sp. zg-536	      5	     8	     5	    1	    17
Nocardioides sp. SCSIO 67246	      4	    29	    14	   15	     8
Nocardioides sp. CF8	      4	    20	    11	    1	    15
Nocardioides sp. MC1495	      4	    10	     7	   11	     2
Nocardioides sp. zg-579	      4	    33	    19	   13	    11
Nocardioides sp. dk884	      4	     5	0	    6	    13
Nocardioides sp. HDW12B	      2	    25	     7	   13	    13
Nocardioides sp. G188	      1	    16	    37	    9	    22
Nocardioides humi	     17	    32	    31	    5	    14
Nocardioides rotundus	     14	    64	    17	   13	    26
Nocardioides euryhalodurans	     12	    22	    30	    9	    34
Nocardioides marinisabuli	      7	    27	     8	    2	     5
Nocardioides anomalus	      7	    27	    29	    3	     6
Nocardioides aromaticivorans	      5	    32	    10	    4	     4
Nocardioides daphniae	      5	    19	     4	    8	    13
Nocardioides mesophilus	      5	    31	    22	   14	    11
Nocardioides ungokensis	      4	    23	    14	    2	    26
Nocardioides houyundeii	      4	    29	     1	   10	    28
Nocardioides dokdonensis	      3	    13	     6	   12	     7
Nocardioides sambongensis	      3	    21	     9	   10	     8
Nocardioides piscis	      2	    12	     5	    4	0
Nocardioides cynanchi	      2	    28	     4	    7	     8
Nocardioides seonyuensis	      2	    16	     3	    1	     8
Nocardioides aquaticus	      1	    37	    12	    9	     8
Nocardioides dongkuii	      1	    21	    20	    5	    13
Nocardioides baekrokdamisoli	      1	     2	     1	    1	     1
Aeromicrobium chenweiae	     11	    41	     9	    2	    21
Aeromicrobium sp. zg-629	      3	     5	     1	    9	     6
Aeromicrobium sp. A1-2	      2	    16	0	    8	     8
Aeromicrobium erythreum	      3	    17	     5	    4	    19
Aeromicrobium marinum	      1	0	     5	    1	     7
Aeromicrobium yanjiei	      1	    16	     8	    6	    11
Micropruina glycogenica	      7	    20	     8	    1	    13
Marmoricola scoriae	      6	    23	    11	   10	     8
Pimelobacter simplex	      5	    34	    11	    7	    18
Mumia sp. ZJ1417	      3	     5	     5	    7	    14
Friedmanniella luteola	      1	    39	    11	   13	    10
Kribbella flavida	      9	    23	    22	    3	    31
Kribbella qitaiheensis	      4	     9	    16	    9	    19
Actinopolymorpha singaporensis	      5	    45	     5	    9	    11
Corynebacterium kefirresidentii	    350	   142	    88	   62	   140
Corynebacterium tuberculostearicum	    188	   494	   332	  459	   395
Corynebacterium kroppenstedtii	    121	    93	   121	  134	   124
Corynebacterium segmentosum	     32	     7	    16	   17	    27
Corynebacterium ureicelerivorans	     30	    69	   108	   65	   175
Corynebacterium variabile	     20	    28	    15	0	    11
Corynebacterium sp. zg-917	     10	    20	    16	   16	    42
Corynebacterium sp. FDAARGOS 1242	      4	     9	     8	    5	    10
Corynebacterium sp. 2019	      2	0	     5	    1	    15
Corynebacterium sp. NML98-0116	      1	     3	0	    1	    34
Corynebacterium sp. 2039	      1	0	0	0	     2
Corynebacterium coyleae	     11	    17	    12	   20	    56
Corynebacterium jeikeium	     10	    15	    68	   89	    74
Corynebacterium striatum	      9	    15	    13	    9	    13
Corynebacterium macginleyi	      9	    10	     1	   14	     6
Corynebacterium imitans	      7	    12	     9	    2	    16
Corynebacterium aurimucosum	      7	    17	    60	   33	   107
Corynebacterium uterequi	      7	     2	     7	    1	     6
Corynebacterium amycolatum	      6	0	    15	0	     1
Corynebacterium testudinoris	      6	     8	     4	    6	     7
Corynebacterium xerosis	      6	    35	    18	    1	    33
Corynebacterium freneyi	      6	    30	    57	    3	     6
Corynebacterium glaucum	      6	     8	0	    3	    10
Corynebacterium terpenotabidum	      5	0	0	0	     2
Corynebacterium falsenii	      5	     1	0	0	     6
Corynebacterium minutissimum	      5	     4	    12	    4	    47
Corynebacterium frankenforstense	      5	    12	     5	    6	    27
Corynebacterium matruchotii	      4	    15	    17	   13	    12
Corynebacterium efficiens	      4	     3	0	    9	     8
Corynebacterium casei	      4	     2	     7	0	     2
Corynebacterium genitalium	      4	     2	    11	   14	    26
Corynebacterium callunae	      4	0	     9	    5	     4
Corynebacterium diphtheriae	      4	     1	     7	    8	     1
Corynebacterium simulans	      3	     6	     8	    8	    12
Corynebacterium marinum	      3	0	     3	    6	    10
Corynebacterium halotolerans	      3	0	     1	    6	    10
Corynebacterium pelargi	      3	0	     3	0	0
Corynebacterium liangguodongii	      3	    15	     5	    4	     6
Corynebacterium glucuronolyticum	      3	     7	     1	   10	     4
Corynebacterium glutamicum	      3	0	0	    1	0
Corynebacterium bovis	      3	    13	     1	    1	     5
Corynebacterium provencense	      2	     1	0	    3	     4
Corynebacterium resistens	      2	     2	     1	0	     1
Corynebacterium timonense	      2	     7	     2	    1	    15
Corynebacterium nuruki	      2	    11	0	0	     9
Corynebacterium qintianiae	      2	     9	0	    1	    20
Corynebacterium sanguinis	      2	     4	    15	    8	    24
Corynebacterium doosanense	      2	     5	     6	    7	    11
Corynebacterium anserum	      1	0	0	0	0
Corynebacterium endometrii	      1	     5	0	0	     4
Corynebacterium urogenitale	      1	     8	     2	0	     9
Corynebacterium silvaticum	      1	0	0	    2	     1
Corynebacterium glyciniphilum	      1	     4	0	    3	     1
Corynebacterium incognita	      1	0	    18	0	0
Corynebacterium yudongzhengii	      1	0	0	    2	     2
Corynebacterium camporealensis	      1	     5	     2	    6	     1
Corynebacterium aquilae	      1	     3	0	    8	     3
Corynebacterium propinquum	      1	     2	     1	0	     1
Corynebacterium riegelii	      1	    10	    38	    9	     6
Mycolicibacterium phocaicum	    249	  1054	   939	  836	  2703
Mycolicibacterium sp. TY66	      4	0	0	0	     1
Mycolicibacterium sp. CBMA 213	      3	     6	     1	0	    32
Mycolicibacterium sp. Z-34	      2	    18	     3	   10	    15
Mycolicibacterium sp. LJ126	      1	    10	0	   14	     7
Mycolicibacterium mucogenicum	     56	   273	   266	  154	   427
Mycolicibacterium aubagnense	     18	    93	    72	   51	   214
Mycolicibacterium psychrotolerans	     14	    32	     4	    7	    33
Mycolicibacterium insubricum	     12	    12	     4	    1	    30
Mycolicibacterium hassiacum	     10	     4	     4	0	    17
Mycolicibacterium neoaurum	      9	    47	    20	   32	    42
Mycobacterium doricum	      8	    38	    36	    4	    15
Mycolicibacterium celeriflavum	      6	    13	     6	    2	     3
Mycolicibacterium smegmatis	      5	    32	    15	    3	    17
Mycolicibacterium vaccae	      5	    12	     5	    9	    24
Mycolicibacterium mageritense	      4	    14	    34	   39	    57
Mycolicibacterium monacense	      4	     6	     4	   16	    19
Mycolicibacterium parafortuitum	      4	    23	     9	    5	    10
Mycolicibacterium confluentis	      4	     3	     5	    9	     3
Mycolicibacterium fallax	      4	    22	0	    3	    16
Mycolicibacterium phlei	      3	     3	     3	    2	     4
Mycolicibacterium helvum	      3	     9	     3	    6	     4
Mycolicibacterium duvalii	      3	    18	     4	    2	    15
Mycolicibacterium litorale	      3	    27	    14	    7	    22
Mycolicibacterium fluoranthenivorans	      3	    27	0	   11	    10
Mycolicibacterium pulveris	      3	     5	0	0	     5
Mycolicibacterium boenickei	      2	     2	     5	   11	     2
Mycolicibacterium anyangense	      2	    16	     1	   11	    19
Mycolicibacterium chubuense	      2	    20	     6	    9	    35
Mycolicibacterium farcinogenes	      2	0	0	    2	     7
Mycolicibacterium fortuitum	      2	     5	    15	   20	    27
Mycolicibacterium gilvum	      2	    27	     1	    8	    24
Mycolicibacterium rhodesiae	      1	    21	     2	    2	     7
Mycolicibacterium alvei	      1	    18	     8	    3	     8
Mycolicibacterium austroafricanum	      1	    10	     1	    9	    14
Mycolicibacterium moriokaense	      1	    16	     2	    1	    17
Mycolicibacterium arabiense	      1	     1	    15	    7	    21
Mycolicibacterium sediminis	      1	    15	     5	    1	    11
Mycolicibacterium aurum	      1	    17	    15	   17	    17
Mycolicibacterium chitae	      1	     6	     5	   12	    23
Mycolicibacterium tokaiense	      1	    21	     9	    7	     7
Mycolicibacterium gadium	      1	     5	     9	    2	0
Mycolicibacterium thermoresistibile	      1	    14	     8	0	    15
Mycobacterium sp. JS623	      6	    19	    11	    8	    13
Mycobacterium sp. DL440	      6	    23	0	    1	    19
Mycobacterium sp. EPa45	      5	     7	     1	    7	     7
Mycobacterium sp. ELW1	      5	    11	     4	    3	    17
Mycobacterium sp. YC-RL4	      3	    24	0	   13	     3
Mycobacterium sp. DL592	      2	     1	    10	   12	     5
Mycobacterium sp. TY59	      2	     4	     3	    2	     3
Mycobacterium intracellulare	      5	     7	     7	    5	     7
Mycobacterium colombiense	      5	     4	    14	    9	     4
Mycobacterium avium	      4	    66	    22	   21	    16
Mycobacterium marseillense	      3	0	0	    1	     4
Mycobacterium heidelbergense	      4	     2	     2	    3	     5
Mycobacterium stomatepiae	      4	    31	     2	    2	    12
Mycobacterium saskatchewanense	      3	     3	    19	0	     3
Mycobacterium simiae	      1	     6	0	0	     3
Mycobacterium kubicae	      1	     1	     5	    5	     7
Mycobacterium shigaense	      1	     3	     2	0	     1
Mycobacterium gordonae	     14	   108	    54	   64	   138
Mycobacterium paragordonae	     10	    43	    44	   46	   106
Mycobacterium grossiae	      7	     9	    34	   11	     5
Mycobacterium shinjukuense	      5	     3	    10	   13	     4
Mycobacterium kansasii	      5	    23	     4	    6	    64
Mycobacterium riyadhense	      4	     4	     1	0	     1
Mycobacterium senegalense	      4	     2	0	0	0
Mycobacterium diernhoferi	      4	     6	     8	0	    21
Mycobacterium holsaticum	      3	     9	    10	    1	     3
Mycobacterium dioxanotrophicus	      3	    17	     9	    9	     7
Mycobacterium xenopi	      3	     2	     1	    3	     2
Mycobacterium gallinarum	      3	     7	     5	0	     1
Mycobacterium haemophilum	      3	     6	     7	0	    15
Mycobacterium heckeshornense	      2	     6	     6	   10	     8
Mycobacterium frederiksbergense	      2	    16	     4	    6	    10
Mycobacterium koreense	      2	    10	    10	   12	     1
Mycobacterium vicinigordonae	      2	     3	     2	    5	    13
Mycobacterium cookii	      1	     1	     3	    5	    12
Mycobacterium paraseoulense	      1	0	     8	    4	     3
Mycobacterium spongiae	      1	     4	     1	   11	0
Mycobacterium branderi	      1	    10	     4	0	    13
Mycobacterium marinum	      1	0	0	0	     3
Mycobacterium basiliense	      1	    13	     1	    4	     2
Mycobacterium goodii	      1	    19	     4	    9	     8
Mycobacterium tuberculosis	      1	0	0	0	    13
Mycobacteroides abscessus	     16	    38	   115	   39	   101
Mycobacteroides chelonae	      9	    24	    27	   13	    81
Mycobacteroides immunogenum	      3	     7	     1	   15	    10
Mycobacteroides salmoniphilum	      2	     2	     7	0	     2
Mycolicibacter sp. MYC098	      4	     5	     2	   12	    13
Mycolicibacter sinensis	      2	0	0	0	     1
Mycolicibacter minnesotensis	      2	     4	     3	0	    10
Mycolicibacter terrae	      1	    11	     1	0	     6
Rhodococcus sp. PBTS 1	      8	    16	     7	    3	     8
Rhodococcus sp. P-2	      7	   272	   132	  188	   575
Rhodococcus sp. X156	      5	     1	     6	0	     7
Rhodococcus sp. P1Y	      4	    18	    14	   10	     7
Rhodococcus sp. S2-17	      4	0	0	0	0
Rhodococcus sp. NJ-530	      3	   297	     4	   20	     1
Rhodococcus sp. ABRD24	      2	     5	    10	    5	     9
Rhodococcus sp. MTM3W5.2	      2	    14	    11	    3	     9
Rhodococcus sp. YL-1	      1	   376	    13	   40	    32
Rhodococcus sp. USK10	      1	    10	     3	0	     7
Rhodococcus rhodochrous	      8	    13	     6	    6	     3
Rhodococcus ruber	      6	    16	    11	   12	    32
Rhodococcus koreensis	      6	    12	0	    6	    14
Rhodococcus qingshengii	      4	  1774	    50	   51	    62
Rhodococcus erythropolis	      2	   431	   116	  125	   133
Rhodococcus fascians	      3	    35	     8	   10	    48
Rhodococcus coprophilus	      3	    23	     6	    8	     1
Rhodococcus opacus	      2	    39	    18	   13	    48
Rhodococcus hoagii	      2	     9	     6	    2	    13
Nocardia asteroides	      9	    40	    14	    5	    19
Nocardia terpenica	      9	    12	    11	    6	    37
Nocardia wallacei	      9	     6	    16	    5	    16
Nocardia brasiliensis	      6	    34	     8	    2	    42
Nocardia yunnanensis	      5	    24	     1	    4	    11
Nocardia cyriacigeorgica	      4	    19	    13	   11	    25
Nocardia tengchongensis	      2	    19	     7	0	     6
Nocardia otitidiscaviarum	      1	     5	     1	   12	    11
Nocardia farcinica	      1	    20	     3	    8	    32
Nocardia iowensis	      1	     7	     1	0	     5
Nocardia mangyaensis	      1	    18	    17	    7	    16
Gordonia sp. 135	     14	0	     1	    7	     3
Gordonia sp. JH63	      9	     9	    16	   12	     8
Gordonia sp. PDNC005	      3	     1	     3	    6	     1
Gordonia sp. YC-JH1	      2	    13	0	    9	    14
Gordonia sp. KTR9	      1	    18	     6	    9	     6
Gordonia polyisoprenivorans	     14	    53	    50	   68	    43
Gordonia terrae	      7	    32	    14	   39	    25
Gordonia jinghuaiqii	      6	    14	    17	   27	     8
Gordonia bronchialis	      4	    20	    17	  101	    33
Gordonia iterans	      4	     7	     4	   23	    18
Gordonia amarae	      3	    11	     2	   21	     3
Gordonia insulae	      3	    34	     7	   40	    22
Gordonia rubripertincta	      2	     1	0	   27	     6
Gordonia zhaorongruii	      1	     2	    10	    7	     8
Gordonia pseudoamarae	      1	    17	     6	   10	     4
Dietzia sp. oral taxon 368	      9	    38	    50	   14	     6
Dietzia psychralcaliphila	     14	    68	    19	   36	    23
Dietzia lutea	     14	    13	    36	    4	    31
Dietzia timorensis	      3	     2	     7	    4	     1
Lawsonella clevelandensis	     16	    21	     8	   97	    24
Tsukamurella paurometabola	      7	    20	     6	    3	    16
Tsukamurella tyrosinosolvens	      3	    19	    12	    3	     8
