PAG	DNF11_0001	Pregnancy-associated glycoprotein
	DNF11_1564	Putative stress-responsive nuclear envelope protein
rpl8	DNF11_1565	60S ribosomal protein L8
	DNF11_1566	hypothetical protein
DDP1	DNF11_1567	Diphosphoinositol polyphosphate phosphohydrolaseDDP1
	DNF11_1568	F-box-like protein
	DNF11_1569	uncharacterized protein
UTP10	DNF11_1570	U3 small nucleolar RNA-associated protein 10
CTI6	DNF11_1571	Histone deacetylase complex subunit CTI6
	DNF11_1572	hypothetical protein
cft2	DNF11_1573	Cleavage factor two protein 2
rplC	DNF11_1574	50S ribosomal protein L3
	DNF11_1575	hypothetical protein
	DNF11_1576	hypothetical protein
cct7	DNF11_1577	putative T-complex protein 1 subunit eta
Ggt1	DNF11_1578	Gamma-glutamyltranspeptidase 1 light chain
	DNF11_1579	hypothetical protein
NOG2	DNF11_1580	Nucleolar GTP-binding protein 2
	DNF11_1581	putative arginine--tRNA ligase, cytoplasmic
	DNF11_1582	hypothetical protein
	DNF11_1583	hypothetical protein
	DNF11_1584	putative ADP-ribosylation factor-binding proteinC25H2.16c
MEE40	DNF11_1585	Pentatricopeptide repeat-containing protein, chloroplastic
fab1	DNF11_1586	1-phosphatidylinositol 3-phosphate 5-kinase fab1
rpt4	DNF11_1587	putative 26S protease subunit rpt4
CLTC	DNF11_1588	Clathrin heavy chain 1
SNX4	DNF11_1589	Sorting nexin-4
FIS1	DNF11_1590	Mitochondria fission 1 protein
nosip	DNF11_1591	Nitric oxide synthase-interacting protein
Ndufa5	DNF11_1592	NADH dehydrogenase [ubiquinone
	DNF11_1593	Sds3-like protein
spe1	DNF11_1594	Ornithine decarboxylase
HSL1	DNF11_1595	putative serine/threonine-protein kinase HSL1
ISD11	DNF11_1596	Protein ISD11
FUR1	DNF11_1597	Uracil phosphoribosyltransferase
	DNF11_1598	Histone deacetylation protein Rxt3
vps25	DNF11_1599	Vacuolar protein-sorting-associated protein 25
	DNF11_1600	uncharacterized protein
pak1ip1	DNF11_1601	p21-activated protein kinase-interacting protein1-like protein
snrpe	DNF11_1602	Small nuclear ribonucleoprotein E
	DNF11_1603	Cell division control protein 14, SIN component
VRG4	DNF11_1604	GDP-mannose transporter
	DNF11_1605	Transcription initiation factor IIF, auxiliary subunit
	DNF11_1606	uncharacterized protein
glnA	DNF11_1607	Glutamine synthetase
NTE1	DNF11_1608	Lysophospholipase NTE1
	DNF11_1609	Protein phosphatase inhibitor 2 (IPP-2)
rar1	DNF11_1610	putative methionine--tRNA ligase, cytoplasmic
DUS3	DNF11_1611	tRNA-dihydrouridine(47) synthase [NAD(P)(+)
POLD2	DNF11_1612	DNA polymerase delta small subunit
	DNF11_1613	Transcription-associated recombination protein
GPI13	DNF11_1614	GPI ethanolamine phosphate transferase 3
	DNF11_1615	uncharacterized protein
echs1_1	DNF11_1616	putative enoyl-CoA hydratase, mitochondrial
top2	DNF11_1617	DNA topoisomerase 2
	DNF11_1618	hypothetical protein
MDV1	DNF11_1619	Mitochondrial division protein 1
	DNF11_1620	Mitochondrial ribosomal protein L51 / S25 / CI-B8 domain protein
cdc18	DNF11_1621	Cell division control protein 18
air1	DNF11_1622	Protein air1
PDC	DNF11_1623	Pyruvate decarboxylase
	DNF11_1624	hypothetical protein
	DNF11_1625	hypothetical protein
IP5P2	DNF11_1626	Type I inositol 1,4,5-trisphosphate 5-phosphatase 2
ies6	DNF11_1627	Chromatin-remodeling complex subunit ies6
	DNF11_1628	hypothetical protein
	DNF11_1629	E3 ubiquitin-protein ligase listerin
CM1	DNF11_1630	Chorismate mutase 1, chloroplastic
	DNF11_1631	Kinesin heavy chain
PYR6	DNF11_1632	Orotidine 5'-phosphate decarboxylase
scrib	DNF11_1633	Protein lap4
ALG8	DNF11_1634	Dolichyl pyrophosphate Glc1Man9GlcNAc2 alpha-1,3-glucosyltransferase
git7	DNF11_1635	Glucose-insensitive transcription protein 7
	DNF11_1636	putative aconitate hydratase 2
YCF1	DNF11_1637	Metal resistance protein YCF1
	DNF11_1638	Inositol phosphoceramide mannosyltransferase 2
PEX1	DNF11_1639	Peroxisome biosynthesis protein PAS1
ofd1	DNF11_1640	PKHD-type hydroxylase ofd1
Trmt1	DNF11_1641	tRNA (guanine(26)-N(2))-dimethyltransferase
mrpl38	DNF11_1642	54S ribosomal protein L38, mitochondrial
	DNF11_1643	uncharacterized protein
mas5	DNF11_1644	Mitochondrial protein import protein mas5
MAM3_1	DNF11_1645	Protein MAM3
OXCT1	DNF11_1646	Succinyl-CoA:3-ketoacid coenzyme A transferase 1, mitochondrial
	DNF11_1647	hypothetical protein
GYP7	DNF11_1648	GTPase-activating protein GYP7
pum	DNF11_1649	Maternal protein pumilio
RPS21	DNF11_1650	40S ribosomal protein S21
ATX1	DNF11_1651	Metal homeostasis factor ATX1
	DNF11_1652	putative protein containing caspase domain protein
Ap2b1	DNF11_1653	AP-2 complex subunit beta
KRE6_1	DNF11_1654	Beta-glucan synthesis-associated protein KRE6
	DNF11_1655	Helix-loop-helix DNA-binding domain protein
cys12	DNF11_1656	Cysteine synthase 2
	DNF11_1657	hypothetical protein
	DNF11_1658	GATA Zn-finger-containing transcription factor
MOT2	DNF11_1659	General negative regulator of transcription subunit 4
VPS55	DNF11_1660	Vacuolar protein sorting-associated protein 55
AASDHPPT	DNF11_1661	L-aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase
nsrp1	DNF11_1662	Nuclear speckle splicing regulatory protein 1
RMD1_1	DNF11_1663	Sporulation protein RMD1
Ece1	DNF11_1664	Endothelin-converting enzyme 1
MMEL1	DNF11_1665	Membrane metallo-endopeptidase-like 1, soluble form
YTM1	DNF11_1666	Ribosome biogenesis protein YTM1
	DNF11_1667	Chitin deacetylase
	DNF11_1668	hypothetical protein
	DNF11_1669	hypothetical protein
COQ2	DNF11_1670	4-hydroxybenzoate polyprenyltransferase, mitochondrial
MRPL33	DNF11_1671	54S ribosomal protein L33, mitochondrial
	DNF11_1672	hypothetical protein
gcp	DNF11_1673	putative tRNA threonylcarbamoyladenosine biosynthesis protein Gcp
DBP2	DNF11_1674	ATP-dependent RNA helicase DBP2
	DNF11_1675	serine/threonine-protein kinase 1
Elac1	DNF11_1676	Zinc phosphodiesterase ELAC protein 1
	DNF11_1677	Tubulin-specific chaperone A
	DNF11_1678	hypothetical protein
MAD1	DNF11_1679	Spindle assembly checkpoint component MAD1
DYNLRB2	DNF11_1680	Dynein light chain roadblock-type 2
	DNF11_1681	hypothetical protein
pep2	DNF11_1682	Vacuolar protease A
SPP2	DNF11_1683	Pre-mRNA-splicing factor SPP2
ECE2	DNF11_1684	Endothelin-converting enzyme 2 region
SUB2	DNF11_1685	ATP-dependent RNA helicase SUB2
	DNF11_1686	uncharacterized protein
sod2	DNF11_1687	Superoxide dismutase [Mn
gsdA	DNF11_1688	Glucose-6-phosphate 1-dehydrogenase
creA	DNF11_1689	DNA-binding protein creA
	DNF11_1690	hypothetical protein
LEO1	DNF11_1691	RNA polymerase-associated protein LEO1
ebp2	DNF11_1692	putative rRNA-processing protein ebp2
	DNF11_1693	hypothetical protein
Tapt1	DNF11_1694	Transmembrane anterior posterior transformation protein 1
	DNF11_1695	uncharacterized protein
rhp42	DNF11_1696	DNA repair protein rhp42
	DNF11_1697	hypothetical protein
lsk1_1	DNF11_1698	CTD kinase subunit alpha
	DNF11_1699	uncharacterized protein
klpA	DNF11_1700	Kinesin-like protein klpA
APC11	DNF11_1701	Anaphase-promoting complex subunit 11
GAL83	DNF11_1702	SNF1 protein kinase subunit beta-3
DOG1	DNF11_1703	2-deoxyglucose-6-phosphate phosphatase 1
DOG2	DNF11_1704	2-deoxyglucose-6-phosphate phosphatase 2
DSK2	DNF11_1705	Ubiquitin domain-containing protein DSK2
PRE7	DNF11_1706	Proteasome subunit beta type-6
CNA1	DNF11_1707	Serine/threonine-protein phosphatase 2B catalytic subunit A1
	DNF11_1708	hypothetical protein
	DNF11_1709	Maintenance of telomere capping protein 1
RPL19B	DNF11_1710	60S ribosomal protein L19-2
rps27	DNF11_1711	40S ribosomal protein S27
see1	DNF11_1712	N-lysine methyltransferase see1
mrps8	DNF11_1713	37S ribosomal protein subunit S8, mitochondrial
SCSB	DNF11_1714	Succinyl-CoA ligase [GDP-forming
	DNF11_1715	Rrp15p
BCAS2	DNF11_1716	Pre-mRNA-splicing factor SPF27
ALI1	DNF11_1717	putative NADH-ubiquinone oxidoreductase 30.4 kDasubunit, mitochondrial
ECD	DNF11_1718	Protein SGT1
ulp-1	DNF11_1719	Sentrin-specific protease
cbpA	DNF11_1720	Curved DNA-binding protein
plh1	DNF11_1721	Phospholipid:diacylglycerol acyltransferase
DRG2	DNF11_1722	Developmentally-regulated GTP-binding protein 2
mug70	DNF11_1723	Meiotically up-regulated gene 70 protein
	DNF11_1724	putative medium-chain specific acyl-CoA dehydrogenase, mitochondrial
	DNF11_1725	hypothetical protein
	DNF11_1726	SUR7/PalI family protein
	DNF11_1727	uncharacterized protein
GPI14	DNF11_1728	GPI mannosyltransferase 1
	DNF11_1729	hypothetical protein
psme4	DNF11_1730	Proteasome activator complex subunit 4
STL1	DNF11_1731	Sugar transporter STL1
	DNF11_1732	hypothetical protein
	DNF11_1733	hypothetical protein
PAN2	DNF11_1734	PAB-dependent poly(A)-specific ribonuclease subunit PAN2
	DNF11_1735	Paf1
	DNF11_1736	Cleavage and polyadenylation specificity factor (CPSF) Clipper subunit family Zn-finger proteins
TIM44	DNF11_1737	Mitochondrial import inner membrane translocase subunit TIM44
cia30	DNF11_1738	Complex I intermediate-associated protein 30, mitochondrial
mot1	DNF11_1739	putative helicase mot1
sconC	DNF11_1740	E3 ubiquitin ligase complex SCF subunit sconC
RML2	DNF11_1741	54S ribosomal protein RML2, mitochondrial
	DNF11_1742	hypothetical protein
lkh1	DNF11_1743	Dual specificity protein kinase lkh1
RPS27A	DNF11_1744	40S ribosomal protein S27a
	DNF11_1745	uncharacterized protein
THOC1	DNF11_1746	THO complex subunit 1
JHD1	DNF11_1747	JmjC domain-containing histone demethylation protein 1
	DNF11_1748	Putative zinc finger motif, C2HC5-type
	DNF11_1749	hypothetical protein
sdh1	DNF11_1750	putative succinate dehydrogenase [ubiquinone
arc2	DNF11_1751	Actin-related protein 2/3 complex subunit 2
	DNF11_1752	uncharacterized protein
AGX1	DNF11_1753	Alanine--glyoxylate aminotransferase 1
CPR6	DNF11_1754	Peptidyl-prolyl cis-trans isomerase D
bob1	DNF11_1755	putative prefoldin subunit 5
Arhgap15_1	DNF11_1756	Rho GTPase-activating protein 15
CYPB	DNF11_1757	Peptidyl-prolyl cis-trans isomerase B
gbsA	DNF11_1758	Betaine aldehyde dehydrogenase
rplV	DNF11_1759	50S ribosomal protein L22
Taf9	DNF11_1760	Adenylate kinase isoenzyme 6
gdi1	DNF11_1761	putative secretory pathway GDP dissociation inhibitor 1
	DNF11_1762	hypothetical protein
CCP1	DNF11_1763	Cytochrome c peroxidase, mitochondrial
COPE	DNF11_1764	Coatomer subunit epsilon
YMC1	DNF11_1765	Carrier protein YMC1, mitochondrial
	DNF11_1766	hypothetical protein
wdr61	DNF11_1767	WD repeat-containing protein 61
COX23	DNF11_1768	Cytochrome c oxidase-assembly factor COX23, mitochondrial
	DNF11_1769	uncharacterized protein
cdd	DNF11_1770	Cytidine deaminase
	DNF11_1771	hypothetical protein
	DNF11_1772	hypothetical protein
	DNF11_1773	ATP-dependent (S)-NAD(P)H-hydrate dehydratase
	DNF11_1774	Putative peroxisomal-coenzyme A synthetase
UBC1_1	DNF11_1775	Ubiquitin-conjugating enzyme E2 1
PLA2G7	DNF11_1776	Platelet-activating factor acetylhydrolase
FYV4	DNF11_1777	Protein FYV4, mitochondrial
creC	DNF11_1778	putative catabolite repression protein creC
VTI12	DNF11_1779	Vesicle transport v-SNARE 12
BCKDK_1	DNF11_1780	[3-methyl-2-oxobutanoate dehydrogenase [lipoamide
	DNF11_1781	ER membrane protein SH3
	DNF11_1782	hypothetical protein
hmt1	DNF11_1783	Heavy metal tolerance protein
CLYBL	DNF11_1784	Citrate lyase subunit beta-like protein, mitochondrial
	DNF11_1785	hypothetical protein
APT1	DNF11_1786	Adenine phosphoribosyltransferase
CGI121	DNF11_1787	uncharacterized protein
	DNF11_1788	hypothetical protein
	DNF11_1789	SUR7/PalI family protein
rplA	DNF11_1790	50S ribosomal protein L1
GSG2	DNF11_1791	Serine/threonine-protein kinase haspin
	DNF11_1792	hypothetical protein
ITR1	DNF11_1793	Myo-inositol transporter 1
ADE1_1	DNF11_1794	Phosphoribosylformylglycinamidine cyclo-ligase
rrb1	DNF11_1795	Ribosome assembly protein rrb1
	DNF11_1796	acyl-CoA thioester hydrolase, YbgC/YbaW family
	DNF11_1797	hypothetical protein
gpb-1	DNF11_1798	Guanine nucleotide-binding protein subunit beta-1
DGCR14	DNF11_1799	Protein DGCR14
cox1101	DNF11_1800	Cytochrome c oxidase assembly protein cox11-1
IMA1	DNF11_1801	Integral inner nuclear membrane protein ima1
FUMR	DNF11_1802	Fumarate hydratase, mitochondrial
usp102	DNF11_1803	U1 small nuclear ribonucleoprotein usp102
	DNF11_1804	hypothetical protein
	DNF11_1805	BUD22 family protein C4F10.06
hapE	DNF11_1806	4-hydroxyacetophenone monooxygenase
	DNF11_1807	Thioredoxin
mtp-18	DNF11_1808	Mitochondrial fission process protein 1
	DNF11_1809	hypothetical protein
OCRL	DNF11_1810	Inositol polyphosphate 5-phosphatase OCRL-1
	DNF11_1811	hypothetical protein
coq5	DNF11_1812	2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
	DNF11_1813	Ferredoxin-6
rim1	DNF11_1814	Single-stranded DNA-binding protein rim1, mitochondrial
GLYK	DNF11_1815	D-glycerate 3-kinase, chloroplastic
	DNF11_1816	hypothetical protein
PHB1	DNF11_1817	Prohibitin-1
UAF30	DNF11_1818	Upstream activation factor subunit UAF30
NFYC2	DNF11_1819	Nuclear transcription factor Y subunit C-2
TSN	DNF11_1820	Translin
	DNF11_1821	putative cardiolipin-specific deacylase, mitochondrial
NPL4	DNF11_1822	Nuclear protein localization protein 4
	DNF11_1823	hypothetical protein
	DNF11_1824	hypothetical protein
Rac1	DNF11_1825	Ras-related C3 botulinum toxin substrate 1
	DNF11_1826	hypothetical protein
RPL35C	DNF11_1827	60S ribosomal protein L35-3
	DNF11_1828	Mitochondrial large subunit ribosomal protein (Img2)
	DNF11_1829	Eukaryotic cytochrome b561
cox-4	DNF11_1830	Cytochrome c oxidase subunit 4, mitochondrial
SHO1	DNF11_1831	High osmolarity signaling protein SHO1
	DNF11_1832	hypothetical protein
UTP25	DNF11_1833	U3 small nucleolar RNA-associated protein 25
lsg1	DNF11_1834	Large subunit GTPase 1
PREP	DNF11_1835	Prolyl endopeptidase
mcts1	DNF11_1836	Malignant T-cell-amplified sequence 1
	DNF11_1837	hypothetical protein
UCHL3	DNF11_1838	Ubiquitin carboxyl-terminal hydrolase isozyme L3
ung1	DNF11_1839	Uracil-DNA glycosylase
can	DNF11_1840	Carbonic anhydrase 2
	DNF11_1841	Ubiquinol-cytochrome-c reductase complex subunit(QCR10)
ADH6	DNF11_1842	NADP-dependent alcohol dehydrogenase 6
	DNF11_1843	putative protein.02
	DNF11_1844	uncharacterized protein
	DNF11_1845	uncharacterized protein
	DNF11_1846	hypothetical protein
arg-13	DNF11_1847	Amino-acid transporter arg-13
IDH2	DNF11_1848	Isocitrate dehydrogenase [NADP
	DNF11_1849	putative unsaturated glucuronyl hydrolase
	DNF11_1850	uncharacterized protein
PIN1	DNF11_1851	Peptidyl-prolyl cis-trans isomerase NIMA-interacting 1
	DNF11_1852	hypothetical protein
	DNF11_1853	putative fatty acid methyltransferase
	DNF11_1854	hypothetical protein
Rraga	DNF11_1855	Ras-related GTP-binding protein A
FMP32	DNF11_1856	Protein FMP32, mitochondrial
pdxH	DNF11_1857	Pyridoxine/pyridoxamine 5'-phosphate oxidase
	DNF11_1858	ADIPOR-like receptor SPBC12C2.09c
	DNF11_1859	hypothetical protein
rfc4	DNF11_1860	Replication factor C subunit 4
tea1	DNF11_1861	Tip elongation aberrant protein 1
	DNF11_1862	hypothetical protein
	DNF11_1863	hypothetical protein
	DNF11_1864	uncharacterized protein
QNS1	DNF11_1865	Glutamine-dependent NAD(+) synthetase
	DNF11_1866	Very-long-chain 3-oxoacyl-CoA reductase
	DNF11_1867	hypothetical protein
	DNF11_1868	Universal stress protein A family protein C25B2.10
tps1	DNF11_1869	Alpha,alpha-trehalose-phosphate synthase
EMB1374	DNF11_1870	SufE-like protein, chloroplastic
arg12	DNF11_1871	Argininosuccinate synthase
NOP9	DNF11_1872	Nucleolar protein 9
	DNF11_1873	hypothetical protein
	DNF11_1874	uncharacterized protein
	DNF11_1875	hypothetical protein
sec74	DNF11_1876	Arf guanine nucleotide exchange factor sec74
RBM39	DNF11_1877	RNA-binding protein 39
WRAP73	DNF11_1878	WD repeat-containing protein WRAP73
mgtA	DNF11_1879	GDP-mannose-dependent alpha-mannosyltransferase
utp7	DNF11_1880	putative U3 small nucleolar RNA-associated protein 7
	DNF11_1881	putative ABC transporter ATP-binding protein C20G4.01
pzh1	DNF11_1882	Serine/threonine-protein phosphatase PP-Z
Uckl1	DNF11_1883	Uridine-cytidine kinase-like 1
	DNF11_1884	hypothetical protein
nuo-78	DNF11_1885	NADH-ubiquinone oxidoreductase 78 kDa subunit, mitochondrial
ARL3	DNF11_1886	ADP-ribosylation factor-like protein 3
	DNF11_1887	uncharacterized protein
	DNF11_1888	putative protein involved in ribosome biogenesis
CDC40	DNF11_1889	Pre-mRNA-processing factor 17
RPE	DNF11_1890	Ribulose-phosphate 3-epimerase
Hm13	DNF11_1891	Minor histocompatibility antigen H13
sgd1	DNF11_1892	Suppressor of glycerol defect protein 1
ROK1	DNF11_1893	ATP-dependent RNA helicase ROK1
	DNF11_1894	Spc7 kinetochore protein
	DNF11_1895	hypothetical protein
vps28	DNF11_1896	Vacuolar protein sorting-associated protein 28
sec59	DNF11_1897	Dolichol kinase sec59
RNU1	DNF11_1898	U1 small nuclear ribonucleoprotein 70 kDa
Psma3	DNF11_1899	Proteasome subunit alpha type-3
	DNF11_1900	hypothetical protein
SRC1	DNF11_1901	Inner nuclear membrane protein SRC1
erf2	DNF11_1902	Palmitoyltransferase erf2
rio2	DNF11_1903	Serine/threonine-protein kinase rio2
MRE11	DNF11_1904	Double-strand break repair protein MRE11
rcd1	DNF11_1905	Cell differentiation protein rcd1
CWC21	DNF11_1906	Pre-mRNA-splicing factor CWC21
SEC53	DNF11_1907	Phosphomannomutase
	DNF11_1908	hypothetical protein
	DNF11_1909	hypothetical protein
	DNF11_1910	Putative pentatricopeptide repeat-containing protein
	DNF11_1911	N-acyl amino acid synthase, PEP-CTERM/exosortasesystem-associated
mrp10	DNF11_1912	37S ribosomal protein mrp10, mitochondrial
SBH1	DNF11_1913	Protein transport protein Sec61 subunit beta
SVF1	DNF11_1914	Survival factor 1
hus1	DNF11_1915	Checkpoint protein hus1
	DNF11_1916	hypothetical protein
ORAOV1	DNF11_1917	Oral cancer-overexpressed protein 1
MMT2	DNF11_1918	Mitochondrial metal transporter 2
	DNF11_1919	hypothetical protein
	DNF11_1920	PH domain protein
	DNF11_1921	uncharacterized protein
	DNF11_1922	Anaphase-promoting complex subunit 5
	DNF11_1923	hypothetical protein
YTH1	DNF11_1924	mRNA 3'-end-processing protein YTH1
HUL4	DNF11_1925	putative E3 ubiquitin-protein ligase HUL4
	DNF11_1926	hypothetical protein
SET	DNF11_1927	Protein SET
	DNF11_1928	uncharacterized protein
ANKRD11	DNF11_1929	Ankyrin repeat domain-containing protein 11
imp1	DNF11_1930	Importin subunit alpha-2
	DNF11_1931	uncharacterized protein
BFR2	DNF11_1932	Protein BFR2
rib1	DNF11_1933	putative GTP cyclohydrolase-2
	DNF11_1934	hypothetical protein
nus1	DNF11_1935	putative undecaprenyl pyrophosphate synthase
abhd12	DNF11_1936	Monoacylglycerol lipase ABHD12
MSF1	DNF11_1937	Phenylalanine--tRNA ligase, mitochondrial
	DNF11_1938	hypothetical protein
DOT1	DNF11_1939	Histone-lysine N-methyltransferase, H3 lysine-79specific
cmk1	DNF11_1940	Calcium/calmodulin-dependent protein kinase typeI
not1	DNF11_1941	General negative regulator of transcription subunit 1
YBT1_1	DNF11_1942	ATP-dependent bile acid permease
MSH1	DNF11_1943	DNA mismatch repair protein MSH1, mitochondrial
YBT1_2	DNF11_1944	ATP-dependent bile acid permease
	DNF11_1945	hypothetical protein
	DNF11_1946	Branched-chain-amino-acid aminotransferase
JIP5	DNF11_1947	WD repeat-containing protein JIP5
DBP3	DNF11_1948	ATP-dependent RNA helicase DBP3
	DNF11_1949	uncharacterized protein
kap109	DNF11_1950	Importin-alpha re-exporter
	DNF11_1951	putative aspartokinase
ZTA1	DNF11_1952	putative quinone oxidoreductase
	DNF11_1953	Sec34-like family protein
	DNF11_1954	uncharacterized protein
RpL9	DNF11_1955	60S ribosomal protein L9
RPL37A	DNF11_1956	60S ribosomal protein L37-A
rpl30b	DNF11_1957	60S ribosomal protein L30-2
CCN1	DNF11_1958	G1/S-specific cyclin CCN1
	DNF11_1959	hypothetical protein
MBF1	DNF11_1960	Putative multi-protein-binding factor 1
	DNF11_1961	putative serine/threonine-protein kinase
naa40	DNF11_1962	N-alpha-acetyltransferase 40
	DNF11_1963	Eukaryotic translation initiation factor 3 subunit F
TRM8	DNF11_1964	tRNA (guanine-N(7)-)-methyltransferase
	DNF11_1965	hypothetical protein
	DNF11_1966	putative prefoldin subunit 2
rpn2	DNF11_1967	26S proteasome regulatory subunit rpn2
GLY1	DNF11_1968	Low-specificity L-threonine aldolase
ABP140	DNF11_1969	tRNA(Thr) (cytosine(32)-N(3))-methyltransferase
SPT8	DNF11_1970	Transcription factor SPT8
	DNF11_1971	hypothetical protein
DBI_2	DNF11_1972	Acyl-CoA-binding protein
	DNF11_1973	uncharacterized protein
ERG26	DNF11_1974	Sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating
Cdk11b	DNF11_1975	Cyclin-dependent kinase 11B
	DNF11_1976	uncharacterized protein
	DNF11_1977	uncharacterized protein
	DNF11_1978	Ankyrin repeats (3 copies)
Ipo9	DNF11_1979	Importin-9
mip1	DNF11_1980	WD repeat-containing protein mip1
	DNF11_1981	von Willebrand factor A domain-containing protein 8
BNA6	DNF11_1982	Nicotinate-nucleotide pyrophosphorylase
tol1	DNF11_1983	3'(2'),5'-bisphosphate nucleotidase
	DNF11_1984	hypothetical protein
